Date/Time,volts,amps,watts,volts.1,none,celsius,kilowatt-hours,watts.1,hertz,kilowatt-hours.1,watts.2,volts.2,volts.3,volts.4,volts.5,date/time,new_date/time
2025-01-17 10:00,408.109975179036,42.678966522217,30845.5498046875,554.675374348958,0.0,55.745277404785,2.351999999984,30111.94140625,50.075042724609,2.351999999984,30111.94140625,408.109975179036,408.081787109375,408.466613769531,407.781524658203,2025-01-17 10:00:00,17/01/2025 10:00 AM
2025-01-17 10:05,404.554962158203,25.744842529297,18434.5756835938,561.294942220052,0.0,53.653722127279,2.112000000023,18192.5234375,50.038391113281,2.112000000023,18192.5234375,404.554962158203,404.906097412109,404.555389404297,404.203399658203,2025-01-17 10:05:00,17/01/2025 10:05 AM
2025-01-17 10:10,405.753051757812,35.904312133789,25938.0390625,564.973815917969,0.0,51.977888743083,1.559999999998,25271.75390625,50.050079345703,1.559999999998,25271.75390625,405.753051757812,406.159729003906,406.480560302734,404.618865966797,2025-01-17 10:10:00,17/01/2025 10:10 AM
2025-01-17 10:15,409.728739420573,45.414360046387,32868.09765625,558.246317545573,0.0,54.866130828857,2.432000000001,32155.71484375,50.031284332275,2.432000000001,32155.71484375,409.728739420573,409.214904785156,410.047119140625,409.924194335938,2025-01-17 10:15:00,17/01/2025 10:15 AM
2025-01-17 10:20,406.71001180013,46.173927307129,33202.3876953125,556.912719726562,0.0,57.150703430176,2.767999999982,32473.244140625,50.061683654785,2.767999999982,32473.244140625,406.71001180013,404.884735107422,408.462158203125,406.783142089844,2025-01-17 10:20:00,17/01/2025 10:20 AM
2025-01-17 10:25,412.297342936198,46.005130767822,33520.8193359375,559.244384765625,0.0,58.442265828451,2.720000000001,32776.55078125,50.058944702148,2.720000000001,32776.55078125,412.297342936198,411.603973388672,413.088500976562,412.199554443359,2025-01-17 10:25:00,17/01/2025 10:25 AM
2025-01-17 10:30,409.183736165365,47.107795715332,34063.8798828125,555.618957519531,0.0,58.980194091797,2.679999999993,33270.5234375,50.075084686279,2.679999999993,33270.5234375,409.183736165365,407.673522949219,411.580017089844,408.297668457031,2025-01-17 10:30:00,17/01/2025 10:30 AM
2025-01-17 10:35,413.704701741536,46.922477722168,34307.6943359375,559.50087483724,0.0,57.980239868164,2.792000000016,33535.08984375,50.070442199707,2.792000000016,33535.08984375,413.704701741536,413.059967041016,414.534973144531,413.519165039062,2025-01-17 10:35:00,17/01/2025 10:35 AM
2025-01-17 10:40,415.552480061849,47.321441650391,34798.568359375,555.9912109375,0.0,57.603612263997,2.80799999999,34003.16796875,50.099994659424,2.80799999999,34003.16796875,415.552480061849,414.8115234375,418.130401611328,413.715515136719,2025-01-17 10:40:00,17/01/2025 10:40 AM
2025-01-17 10:45,415.003356933594,47.730716705322,35133.6611328125,556.846028645833,0.0,57.609545389811,2.831999999995,34306.234375,50.120162963867,2.831999999995,34306.234375,415.003356933594,413.643371582031,414.647735595703,416.718963623047,2025-01-17 10:45:00,17/01/2025 10:45 AM
2025-01-17 10:50,419.992034912109,47.769775390625,35442.85546875,564.145284016927,0.0,57.789759318034,2.872000000003,34653.21484375,50.137428283691,2.872000000003,34653.21484375,419.992034912109,419.045654296875,421.116729736328,419.813720703125,2025-01-17 10:50:00,17/01/2025 10:50 AM
2025-01-17 10:55,412.343139648438,49.64289855957,36167.2666015625,561.634358723958,0.0,58.219050089518,2.896000000008,35381.5859375,50.139556884766,2.896000000008,35381.5859375,412.343139648438,412.102600097656,413.471649169922,411.455169677734,2025-01-17 10:55:00,17/01/2025 10:55 AM
2025-01-17 11:00,413.623565673828,49.217014312744,35998.2265625,559.651652018229,0.0,58.661178588867,2.943999999989,35179.41796875,50.134181976318,2.943999999989,35179.41796875,413.623565673828,412.637084960938,415.062286376953,413.171325683594,2025-01-17 11:00:00,17/01/2025 11:00 AM
2025-01-17 11:05,412.115356445312,49.360385894775,35927.3193359375,560.49892171224,0.0,58.861907958984,2.928000000014,35147.2890625,50.107597351074,2.928000000014,35147.2890625,412.115356445312,410.883331298828,413.248657226562,412.214080810547,2025-01-17 11:05:00,17/01/2025 11:05 AM
2025-01-17 11:10,414.988087972005,49.325958251953,36149.33203125,559.260396321614,0.0,59.133616129557,2.927999999985,35360.82421875,50.096252441406,2.927999999985,35360.82421875,414.988087972005,414.348876953125,417.468200683594,413.147186279297,2025-01-17 11:10:00,17/01/2025 11:10 AM
2025-01-17 11:15,414.768839518229,49.880130767822,36597.0849609375,556.972208658854,0.0,59.437385559082,2.952000000019,35781.8828125,50.056747436523,2.952000000019,35781.8828125,414.768839518229,413.829437255859,417.577667236328,412.8994140625,2025-01-17 11:15:00,17/01/2025 11:15 AM
2025-01-17 11:20,412.838389078776,50.691776275635,36964.111328125,558.94325764974,0.0,59.72425587972,2.975999999995,36197.01171875,50.062538146973,2.975999999995,36197.01171875,412.838389078776,412.062042236328,414.781158447266,411.671966552734,2025-01-17 11:20:00,17/01/2025 11:20 AM
2025-01-17 11:25,412.82953898112,50.475593566895,36793.5244140625,558.894795735677,0.0,60.031453450521,3.0,35979.70703125,50.049495697021,3.0,35979.70703125,412.82953898112,412.003479003906,415.514923095703,410.97021484375,2025-01-17 11:25:00,17/01/2025 11:25 AM
2025-01-17 11:30,412.200236002604,51.619171142578,37570.6953125,558.745544433594,0.0,60.454928080241,3.040000000008,36760.74609375,50.029365539551,3.040000000008,36760.74609375,412.200236002604,411.409973144531,413.816467285156,411.374267578125,2025-01-17 11:30:00,17/01/2025 11:30 AM
2025-01-17 11:35,412.638732910156,51.832939147949,37789.005859375,557.412129720052,0.0,60.830327351888,3.047999999981,36961.91015625,50.045219421387,3.047999999981,36961.91015625,412.638732910156,411.792144775391,414.994384765625,411.129669189453,2025-01-17 11:35:00,17/01/2025 11:35 AM
2025-01-17 11:40,414.393778483073,51.199844360352,37475.7568359375,559.606974283854,0.0,60.964342753092,3.04800000001,36672.1484375,50.090106964111,3.04800000001,36672.1484375,414.393778483073,413.067138671875,417.000183105469,413.114013671875,2025-01-17 11:40:00,17/01/2025 11:40 AM
2025-01-17 11:45,413.153391520182,51.506355285645,37595.8076171875,556.298909505208,0.0,61.009346008301,3.016000000003,36758.42578125,49.95320892334,3.016000000003,36758.42578125,413.153391520182,412.146240234375,415.158843994141,412.155090332031,2025-01-17 11:45:00,17/01/2025 11:45 AM
2025-01-17 11:50,414.564809163411,50.768604278564,37209.8759765625,556.125508626302,0.0,61.046684265137,3.040000000008,36343.80859375,49.965538024902,3.040000000008,36343.80859375,414.564809163411,413.624877929688,417.206237792969,412.863311767578,2025-01-17 11:50:00,17/01/2025 11:50 AM
2025-01-17 11:55,416.707397460938,49.742504119873,36612.251953125,555.699076334635,0.0,60.874415079753,3.0,35813.3515625,50.009792327881,3.0,35813.3515625,416.707397460938,415.15576171875,419.052368164062,415.9140625,2025-01-17 11:55:00,17/01/2025 11:55 AM
2025-01-17 12:00,416.776377360026,50.137149810791,36932.7099609375,556.461385091146,0.0,60.558926900228,2.927999999985,36102.5,50.060577392578,2.927999999985,36102.5,416.776377360026,415.604888916016,419.494110107422,415.230133056641,2025-01-17 12:00:00,17/01/2025 12:00 PM
2025-01-17 12:05,419.351257324219,49.945789337158,37042.7724609375,555.186971028646,0.0,60.750200907389,2.991999999998,36179.90625,50.071044921875,2.991999999998,36179.90625,419.351257324219,418.115081787109,421.368988037109,418.569702148438,2025-01-17 12:05:00,17/01/2025 12:05 PM
2025-01-17 12:10,419.076883951823,50.860084533691,37686.09765625,554.41748046875,0.0,61.178352355957,3.04800000001,36820.53125,49.994293212891,3.04800000001,36820.53125,419.076883951823,418.683837890625,421.907287597656,416.639526367188,2025-01-17 12:10:00,17/01/2025 12:10 PM
2025-01-17 12:15,419.399617513021,50.005393981934,37118.720703125,553.695495605469,0.0,61.295125325521,3.047999999981,36213.84765625,49.981643676758,3.047999999981,36213.84765625,419.399617513021,418.210144042969,422.232696533203,417.756011962891,2025-01-17 12:15:00,17/01/2025 12:15 PM
2025-01-17 12:20,418.380900065104,50.331653594971,37238.1337890625,553.55723063151,0.0,61.312288920085,3.008000000002,36365.4296875,50.023784637451,3.008000000002,36365.4296875,418.380900065104,417.404998779297,420.540313720703,417.197387695312,2025-01-17 12:20:00,17/01/2025 12:20 PM
2025-01-17 12:25,414.204091389974,50.50227355957,36971.62890625,552.888122558594,0.0,61.40335337321,3.008000000002,36137.61328125,50.02885055542,3.008000000002,36137.61328125,414.204091389974,413.544860839844,416.365661621094,412.701751708984,2025-01-17 12:25:00,17/01/2025 12:25 PM
2025-01-17 12:30,416.192657470703,49.578147888184,36468.1455078125,553.968912760417,0.0,61.02592976888,2.960000000021,35660.59375,50.044235229492,2.960000000021,35660.59375,416.192657470703,415.363830566406,417.817108154297,415.397033691406,2025-01-17 12:30:00,17/01/2025 12:30 PM
2025-01-17 12:35,418.253458658854,49.465621948242,36591.9462890625,553.839050292969,0.0,60.942334493001,2.95199999999,35769.07421875,49.970375061035,2.95199999999,35769.07421875,418.253458658854,417.076812744141,420.218688964844,417.464874267578,2025-01-17 12:35:00,17/01/2025 12:35 PM
2025-01-17 12:40,418.729787190755,47.233043670654,34992.986328125,553.778951009114,0.0,60.627499898275,2.935999999987,34196.7265625,49.99044418335,2.935999999987,34196.7265625,418.729787190755,417.764984130859,421.204193115234,417.220184326172,2025-01-17 12:40:00,17/01/2025 12:40 PM
2025-01-17 12:45,411.62782796224,48.150352478027,35031.7412109375,553.863444010417,0.0,60.246404012044,2.864000000001,34255.015625,49.963287353516,2.864000000001,34255.015625,411.62782796224,410.285003662109,414.410980224609,410.1875,2025-01-17 12:45:00,17/01/2025 12:45 PM
2025-01-17 12:50,411.30620320638,48.071781158447,34964.919921875,552.739461263021,0.0,60.274058024089,2.896000000008,34164.98046875,50.007919311523,2.896000000008,34164.98046875,411.30620320638,410.490783691406,413.418579101562,410.009246826172,2025-01-17 12:50:00,17/01/2025 12:50 PM
2025-01-17 12:55,415.879364013672,47.363269805908,34784.685546875,555.195678710938,0.0,59.955301920573,2.831999999995,34018.76171875,49.996391296387,2.831999999995,34018.76171875,415.879364013672,414.478240966797,418.560943603516,414.598907470703,2025-01-17 12:55:00,17/01/2025 12:55 PM
2025-01-17 13:00,412.464101155599,46.337394714355,33797.1357421875,557.378214518229,0.0,59.523063659668,2.792000000016,33051.74609375,50.05846786499,2.792000000016,33051.74609375,412.464101155599,411.460174560547,414.879943847656,411.052185058594,2025-01-17 13:00:00,17/01/2025 01:00 PM
2025-01-17 13:05,414.397878011068,47.76522064209,35010.07421875,557.257364908854,0.0,59.372227986654,2.775999999983,34231.40234375,50.08943939209,2.775999999983,34231.40234375,414.397878011068,413.257995605469,416.711791992188,413.223846435547,2025-01-17 13:05:00,17/01/2025 01:05 PM
2025-01-17 13:10,414.359456380208,46.30952835083,33935.056640625,558.82773844401,0.0,59.336985270182,2.800000000017,33173.65234375,49.956329345703,2.800000000017,33173.65234375,414.359456380208,413.483917236328,416.704986572266,412.889465332031,2025-01-17 13:10:00,17/01/2025 01:10 PM
2025-01-17 13:15,415.03955078125,46.177673339844,33900.8427734375,560.501017252604,0.0,59.21150970459,2.75999999998,33115.1484375,49.977565765381,2.75999999998,33115.1484375,415.03955078125,414.333404541016,417.399780273438,413.385467529297,2025-01-17 13:15:00,17/01/2025 01:15 PM
2025-01-17 13:20,414.28769938151,45.658603668213,33397.478515625,560.610046386719,0.0,59.118670145671,2.768000000011,32700.732421875,50.011852264404,2.768000000011,32700.732421875,414.28769938151,413.162414550781,416.870666503906,412.830017089844,2025-01-17 13:20:00,17/01/2025 01:20 PM
2025-01-17 13:25,413.517537434896,44.012710571289,32170.5654296875,560.53847249349,0.0,58.576993306478,2.687999999995,31461.33984375,50.046234130859,2.687999999995,31461.33984375,413.517537434896,412.158081054688,415.799377441406,412.595153808594,2025-01-17 13:25:00,17/01/2025 01:25 PM
2025-01-17 13:30,416.339680989583,44.980545043945,33033.3984375,559.722045898438,0.0,58.363708496094,2.656000000017,32336.33984375,50.066524505615,2.656000000017,32336.33984375,416.339680989583,415.223571777344,419.055480957031,414.739990234375,2025-01-17 13:30:00,17/01/2025 01:30 PM
2025-01-17 13:35,412.715250651042,43.933387756348,32007.1875,560.568522135417,0.0,57.775385538737,2.583999999973,31355.525390625,49.978096008301,2.583999999973,31355.525390625,412.715250651042,412.300537109375,414.438049316406,411.407165527344,2025-01-17 13:35:00,17/01/2025 01:35 PM
2025-01-17 13:40,414.476003011068,43.226768493652,31614.849609375,563.785135904948,0.0,57.549357096354,2.576000000001,30940.640625,49.969146728516,2.576000000001,30940.640625,414.476003011068,414.46142578125,416.707092285156,412.259490966797,2025-01-17 13:40:00,17/01/2025 01:40 PM
2025-01-17 13:45,412.563852945964,42.81595993042,31201.1201171875,563.95166015625,0.0,57.257128397624,2.544000000024,30525.4296875,50.064865112305,2.544000000024,30525.4296875,412.563852945964,411.730010986328,415.533264160156,410.428283691406,2025-01-17 13:45:00,17/01/2025 01:45 PM
2025-01-17 13:50,413.05815633138,41.976276397705,30672.404296875,562.709594726562,0.0,57.004859924316,2.527999999991,29972.912109375,50.050941467285,2.527999999991,29972.912109375,413.05815633138,411.833984375,415.904083251953,411.436401367188,2025-01-17 13:50:00,17/01/2025 01:50 PM
2025-01-17 13:55,411.70122273763,40.832263946533,29672.48828125,563.325419108073,0.0,56.570317586263,2.488000000012,29070.958984375,50.042064666748,2.488000000012,29070.958984375,411.70122273763,410.520324707031,414.909851074219,409.673492431641,2025-01-17 13:55:00,17/01/2025 01:55 PM
2025-01-17 14:00,412.647715250651,40.335975646973,29373.109375,565.109924316406,0.0,56.04084777832,2.423999999999,28780.61328125,50.078819274902,2.423999999999,28780.61328125,412.647715250651,411.550750732422,416.080932617188,410.311462402344,2025-01-17 14:00:00,17/01/2025 02:00 PM
2025-01-17 14:05,413.750661214193,39.65510559082,28994.560546875,567.188659667969,0.0,55.670365651449,2.383999999991,28354.177734375,50.10417175293,2.383999999991,28354.177734375,413.750661214193,412.425628662109,416.990020751953,411.836334228516,2025-01-17 14:05:00,17/01/2025 02:05 PM
2025-01-17 14:10,410.771260579427,38.636394500732,28012.4755859375,567.176025390625,0.0,55.154471079508,2.33600000001,27433.98828125,50.099906921387,2.33600000001,27433.98828125,410.771260579427,409.739440917969,413.900177001953,408.674163818359,2025-01-17 14:10:00,17/01/2025 02:10 PM
2025-01-17 14:15,408.630869547526,38.529922485352,27778.3076171875,569.090942382812,0.0,54.64452234904,2.279999999999,27223.1484375,50.06819152832,2.279999999999,27223.1484375,408.630869547526,407.145629882812,411.699371337891,407.047607421875,2025-01-17 14:15:00,17/01/2025 02:15 PM
2025-01-17 14:20,406.343414306641,39.695373535156,28412.78515625,567.861796061198,0.0,54.555219014486,2.311999999976,27859.51953125,50.056274414062,2.311999999976,27859.51953125,406.343414306641,405.169799804688,408.939605712891,404.920837402344,2025-01-17 14:20:00,17/01/2025 02:20 PM
2025-01-17 14:25,406.092193603516,38.528781890869,27562.9267578125,566.419718424479,0.0,54.356553395589,2.304000000004,27033.349609375,50.064861297607,2.304000000004,27033.349609375,406.092193603516,404.732055664062,409.007537841797,404.536987304688,2025-01-17 14:25:00,17/01/2025 02:25 PM
2025-01-17 14:30,406.222005208333,36.605651855469,26150.060546875,566.804931640625,0.0,53.958309173584,2.248000000021,25682.484375,50.113334655762,2.248000000021,25682.484375,406.222005208333,404.736328125,409.128051757812,404.801635742188,2025-01-17 14:30:00,17/01/2025 02:30 PM
2025-01-17 14:35,404.853912353516,35.675327301025,25437.8349609375,566.064778645833,0.0,53.193537394206,2.119999999995,24936.265625,50.086399078369,2.119999999995,24936.265625,404.853912353516,403.133880615234,407.072540283203,404.355316162109,2025-01-17 14:35:00,17/01/2025 02:35 PM
2025-01-17 14:40,410.353668212891,34.113346099854,24753.1440429688,569.858256022135,0.0,52.42323811849,2.047999999981,24161.35546875,49.984668731689,2.047999999981,24161.35546875,410.353668212891,409.098571777344,414.353149414062,407.609283447266,2025-01-17 14:40:00,17/01/2025 02:40 PM
2025-01-17 14:45,408.579772949219,33.258159637451,23944.76171875,568.83388264974,0.0,51.71895980835,1.983999999997,23487.283203125,49.977443695068,1.983999999997,23487.283203125,408.579772949219,407.120574951172,411.401336669922,407.217407226562,2025-01-17 14:45:00,17/01/2025 02:45 PM
2025-01-17 14:50,408.802876790365,31.713371276855,22834.4125976563,570.447692871094,0.0,51.269360860189,1.944000000018,22408.103515625,49.970142364502,1.944000000018,22408.103515625,408.802876790365,407.809295654297,411.478698730469,407.120635986328,2025-01-17 14:50:00,17/01/2025 02:50 PM
2025-01-17 14:55,409.312204996745,31.980487823486,23025.759765625,572.525370279948,0.0,50.927177429199,1.880000000005,22618.94140625,49.961475372314,1.880000000005,22618.94140625,409.312204996745,408.082824707031,411.589599609375,408.264190673828,2025-01-17 14:55:00,17/01/2025 02:55 PM
2025-01-17 15:00,410.379720052083,31.50054359436,22753.1923828125,572.807556152344,0.0,50.672134399414,1.847999999998,22368.82421875,49.990997314453,1.847999999998,22368.82421875,410.379720052083,409.350982666016,413.162750244141,408.625427246094,2025-01-17 15:00:00,17/01/2025 03:00 PM
2025-01-17 15:05,411.467407226562,28.893005371094,20944.0991210938,573.607259114583,0.0,50.513628641764,1.767999999982,20543.9765625,49.975261688232,1.767999999982,20543.9765625,411.467407226562,409.883331298828,415.037750244141,409.481140136719,2025-01-17 15:05:00,17/01/2025 03:05 PM
2025-01-17 15:10,412.307250976562,27.903411865234,20246.6733398438,574.528483072917,0.0,50.908711751302,1.720000000001,19884.990234375,49.973930358887,1.720000000001,19884.990234375,412.307250976562,411.265899658203,414.622467041016,411.033386230469,2025-01-17 15:10:00,17/01/2025 03:10 PM
2025-01-17 15:15,411.214528401693,27.578512191772,19929.9682617188,576.188618977864,0.0,50.763744354248,1.648000000016,19594.349609375,49.977470397949,1.648000000016,19594.349609375,411.214528401693,409.702667236328,414.304992675781,409.635925292969,2025-01-17 15:15:00,17/01/2025 03:15 PM
2025-01-17 15:20,413.35829671224,26.248046875,19092.7109375,576.904276529948,0.0,50.420178731283,1.576000000001,18778.861328125,50.021827697754,1.576000000001,18778.861328125,413.35829671224,412.709899902344,415.374908447266,411.990081787109,2025-01-17 15:20:00,17/01/2025 03:20 PM
2025-01-17 15:25,410.340474446615,25.580633163452,18408.0029296875,582.117390950521,0.0,49.920660654704,1.543999999994,18130.193359375,49.973678588867,1.543999999994,18130.193359375,410.340474446615,409.715362548828,413.166809082031,408.139251708984,2025-01-17 15:25:00,17/01/2025 03:25 PM
2025-01-17 15:30,410.191599527995,24.703302383423,17746.3208007813,584.081563313802,0.0,49.444887797038,1.48000000001,17494.5546875,50.067493438721,1.48000000001,17494.5546875,410.191599527995,409.928009033203,412.388610839844,408.258178710938,2025-01-17 15:30:00,17/01/2025 03:30 PM
2025-01-17 15:35,410.673604329427,23.114589691162,16660.7827148438,579.926208496094,0.0,48.818542480469,1.407999999996,16386.025390625,50.02074432373,1.407999999996,16386.025390625,410.673604329427,409.878173828125,413.264770507812,408.877868652344,2025-01-17 15:35:00,17/01/2025 03:35 PM
2025-01-17 15:40,410.803181966146,21.979787826538,15891.7763671875,580.562276204427,0.0,48.162011464437,1.335999999981,15608.7861328125,49.905372619629,1.335999999981,15608.7861328125,410.803181966146,410.117034912109,412.760131835938,409.532379150391,2025-01-17 15:40:00,17/01/2025 03:40 PM
2025-01-17 15:45,412.781483968099,20.805397033691,15078.6323242188,584.62978108724,0.0,47.56077448527,1.271999999997,14817.6396484375,50.034111022949,1.271999999997,14817.6396484375,412.781483968099,412.061676025391,414.701599121094,411.581176757812,2025-01-17 15:45:00,17/01/2025 03:45 PM
2025-01-17 15:50,411.275472005208,19.766860961914,14266.640625,588.69834391276,0.0,46.995325724284,1.208000000013,14027.876953125,49.976608276367,1.208000000013,14027.876953125,411.275472005208,409.7548828125,413.581970214844,410.489562988281,2025-01-17 15:50:00,17/01/2025 03:50 PM
2025-01-17 15:55,413.649241129557,18.651351928711,13521.1489257813,590.417663574219,0.0,46.438541412354,1.135999999999,13321.3779296875,49.985973358154,1.135999999999,13321.3779296875,413.649241129557,411.828430175781,416.265747070312,412.853546142578,2025-01-17 15:55:00,17/01/2025 03:55 PM
2025-01-17 16:00,414.433390299479,17.627548217773,12814.529296875,591.030965169271,0.0,45.865896860758,1.080000000016,12610.1044921875,50.058433532715,1.080000000016,12610.1044921875,414.433390299479,413.095062255859,416.559356689453,413.645751953125,2025-01-17 16:00:00,17/01/2025 04:00 PM
2025-01-17 16:05,407.224456787109,17.007099151611,12165.9694824219,592.37158203125,0.0,45.351589202881,1.023999999976,11966.5107421875,50.075332641602,1.023999999976,11966.5107421875,407.224456787109,406.283142089844,408.852081298828,406.538146972656,2025-01-17 16:05:00,17/01/2025 04:05 PM
2025-01-17 16:10,405.406829833984,16.110721588135,11474.5324707031,593.131144205729,0.0,44.840948740641,0.960000000021,11285.0849609375,49.950523376465,0.960000000021,11285.0849609375,405.406829833984,404.267333984375,407.513671875,404.439483642578,2025-01-17 16:10:00,17/01/2025 04:10 PM
2025-01-17 16:15,404.867808024088,14.8831615448,10587.0971679688,592.231628417969,0.0,44.277514139811,0.90399999998,10417.4716796875,50.062576293945,0.90399999998,10417.4716796875,404.867808024088,403.766754150391,407.839477539062,402.997192382812,2025-01-17 16:15:00,17/01/2025 04:15 PM
2025-01-17 16:20,401.831776936849,13.904363632202,9983.58813476563,594.45713297526,0.0,43.485613505046,0.839999999997,9667.14453125,49.984836578369,0.839999999997,9667.14453125,401.831776936849,400.856384277344,404.619995117188,400.018951416016,2025-01-17 16:20:00,17/01/2025 04:20 PM
2025-01-17 16:25,402.580454508464,12.802807807922,9218.666015625,590.7744140625,0.0,42.860108693441,0.768000000011,8901.44921875,49.950782775879,0.768000000011,8901.44921875,402.580454508464,401.309265136719,405.873260498047,400.558837890625,2025-01-17 16:25:00,17/01/2025 04:25 PM
2025-01-17 16:30,404.292602539062,11.703247070312,8323.30786132813,588.121887207031,0.0,42.528848012288,0.712,8170.05908203125,50.009262084961,0.712,8170.05908203125,404.292602539062,402.795867919922,407.429168701172,402.652770996094,2025-01-17 16:30:00,17/01/2025 04:30 PM
2025-01-17 16:35,402.816884358724,10.821915626526,7709.7666015625,585.035522460938,0.0,41.994293212891,0.655999999988,7558.43212890625,49.940956115723,0.655999999988,7558.43212890625,402.816884358724,401.289459228516,405.864013671875,401.297180175781,2025-01-17 16:35:00,17/01/2025 04:35 PM
2025-01-17 16:40,405.692169189453,9.800664901733,7023.640625,580.116861979167,0.0,41.458025614421,0.600000000006,6858.6767578125,49.918411254883,0.600000000006,6858.6767578125,405.692169189453,404.592102050781,408.639678955078,403.8447265625,2025-01-17 16:40:00,17/01/2025 04:40 PM
2025-01-17 16:45,406.24501546224,8.775032997131,6268.34240722656,579.626831054688,0.0,40.916227976481,0.543999999994,6149.79248046875,49.923049926758,0.543999999994,6149.79248046875,406.24501546224,405.272705078125,409.187591552734,404.274749755859,2025-01-17 16:45:00,17/01/2025 04:45 PM
2025-01-17 16:50,413.066284179688,7.93872833252,5730.32177734375,582.81787109375,0.0,40.413552602132,0.488000000012,5646.40087890625,50.042766571045,0.488000000012,5646.40087890625,413.066284179688,411.471252441406,416.039672851562,411.687927246094,2025-01-17 16:50:00,17/01/2025 04:50 PM
2025-01-17 16:55,405.678181966146,7.376242160797,5243.15539550781,584.021057128906,0.0,39.962991078695,0.448000000004,5156.376953125,49.924873352051,0.448000000004,5156.376953125,405.678181966146,404.194580078125,408.234466552734,404.605499267578,2025-01-17 16:55:00,17/01/2025 04:55 PM
2025-01-17 17:00,406.885965983073,6.471433162689,4763.41357421875,556.266255696614,0.0,39.433087666829,0.407999999996,4524.13671875,50.100784301758,0.407999999996,4524.13671875,406.885965983073,405.041351318359,409.539916992188,406.076629638672,2025-01-17 17:00:00,17/01/2025 05:00 PM
2025-01-17 17:05,405.411794026693,6.04406452179,4285.19250488281,588.878092447917,0.0,38.913948059082,0.360000000015,4203.61474609375,50.118637084961,0.360000000015,4203.61474609375,405.411794026693,403.389953613281,408.074035644531,404.771392822266,2025-01-17 17:05:00,17/01/2025 05:05 PM
2025-01-17 17:10,403.461456298828,5.482359886169,3893.29479980469,588.543762207031,0.0,38.527426401774,0.335999999981,3797.95190429688,50.025108337402,0.335999999981,3797.95190429688,403.461456298828,401.086669921875,406.8740234375,402.423675537109,2025-01-17 17:10:00,17/01/2025 05:10 PM
2025-01-17 17:15,405.030059814453,4.975891113281,3508.47180175781,585.256022135417,0.0,38.119950612386,0.304000000004,3432.63647460938,50.034034729004,0.304000000004,3432.63647460938,405.030059814453,402.891815185547,407.687133789062,404.51123046875,2025-01-17 17:15:00,17/01/2025 05:15 PM
2025-01-17 17:20,404.305358886719,4.457798480988,3156.05700683594,585.550313313802,0.0,37.7722752889,0.271999999997,3076.44873046875,50.029251098633,0.271999999997,3076.44873046875,404.305358886719,402.456634521484,407.386016845703,403.073425292969,2025-01-17 17:20:00,17/01/2025 05:20 PM
2025-01-17 17:25,401.546152750651,3.945128202438,2803.44128417969,585.43027750651,0.0,38.198641459147,0.239999999991,2714.68359375,50.002040863037,0.239999999991,2714.68359375,401.546152750651,399.907135009766,404.852081298828,399.879241943359,2025-01-17 17:25:00,17/01/2025 05:25 PM
2025-01-17 17:30,404.84326171875,3.52511548996,2510.03350830078,579.00868733724,0.0,38.918188730876,0.216000000015,2407.51171875,50.106643676758,0.216000000015,2407.51171875,404.84326171875,402.332092285156,407.612731933594,404.5849609375,2025-01-17 17:30:00,17/01/2025 05:30 PM
2025-01-17 17:35,402.040771484375,2.956732749939,2185.68768310547,534.272918701172,0.0,39.409879048665,0.184000000008,1983.60180664063,49.995403289795,0.184000000008,1983.60180664063,402.040771484375,399.963256835938,405.154083251953,401.004974365234,2025-01-17 17:35:00,17/01/2025 05:35 PM
2025-01-17 17:40,405.978790283203,2.808016777039,2016.36169433594,569.263997395833,0.0,39.688919067383,0.167999999976,1866.35729980469,49.955139160156,0.167999999976,1866.35729980469,405.978790283203,403.740173339844,408.214630126953,405.981567382812,2025-01-17 17:40:00,17/01/2025 05:40 PM
2025-01-17 17:45,404.586680094401,2.44139456749,1760.3505859375,567.515421549479,0.0,39.835647583008,0.144,1610.4248046875,49.968936920166,0.144,1610.4248046875,404.586680094401,401.933135986328,407.319458007812,404.507446289062,2025-01-17 17:45:00,17/01/2025 05:45 PM
2025-01-17 17:50,404.079498291016,2.098614692688,1520.2509765625,563.538757324219,0.0,39.880894978841,0.128000000026,1354.24243164063,50.00378036499,0.128000000026,1354.24243164063,404.079498291016,402.065673828125,406.719635009766,403.453186035156,2025-01-17 17:50:00,17/01/2025 05:50 PM
2025-01-17 17:55,407.326599121094,1.681956171989,1236.41342163086,567.258646647135,0.0,39.894421895345,0.09599999999,1086.45629882813,50.014156341553,0.09599999999,1086.45629882813,407.326599121094,406.054565429688,409.412811279297,406.512420654297,2025-01-17 17:55:00,17/01/2025 05:55 PM
2025-01-17 18:00,405.774597167969,1.362011194229,979.159698486328,560.165079752604,0.0,39.840010325114,0.079999999987,843.024780273438,50.053863525391,0.079999999987,843.024780273438,405.774597167969,403.726379394531,408.340576171875,405.2568359375,2025-01-17 18:00:00,17/01/2025 06:00 PM
2025-01-17 18:05,406.039316813151,1.086093187332,756.268768310547,552.099894205729,0.0,39.795711517334,0.064000000013,610.508911132812,50.046257019043,0.064000000013,610.508911132812,406.039316813151,404.258087158203,408.893951416016,404.965911865234,2025-01-17 18:05:00,17/01/2025 06:05 PM
2025-01-17 18:10,402.982513427734,0.918998777866,674.343170166016,506.874186197917,0.0,39.757292429606,0.040000000008,383.532379150391,49.927780151367,0.040000000008,383.532379150391,402.982513427734,400.092315673828,406.706756591797,402.148468017578,2025-01-17 18:10:00,17/01/2025 06:10 PM
